granularity,k_mae,nll,compression_ratio,tier_summary
token,1.6206752232142858,8.015884652981427,0.4976043701171875,"{'fp16': 6188, 'int8': 8428, 'int4': 14056}"
channel,1.3397391183035714,1.9416659029814272,0.5324935913085938,"{'fp16': 6188, 'int8': 8428, 'int4': 14056}"
