prompt_length,baseline_cache_mb,adaptive_cache_mb,memory_reduction_pct,baseline_tokens_per_second,adaptive_tokens_per_second
512,251.65824,155.086848,38.37402343750001,28.174288738365075,19.88670615128541
2048,855.638016,512.598016,40.09172028186274,22.43807614205119,17.04682982160735
8192,1938.161664,1152.88064,40.51679684858321,15.772987895324201,9.859863762741401
