sequence,base_nll,adaptive_nll,compression_ratio
0,nan,nan,0.6039199829101562
1,nan,nan,0.6039199829101562
2,nan,nan,0.6039199829101562
3,nan,nan,0.6039199829101562
4,nan,nan,0.6039199829101562
5,nan,nan,0.6039199829101562
6,nan,nan,0.6039199829101562
7,nan,nan,0.6039199829101562
8,nan,nan,0.6039199829101562
9,nan,nan,0.6039199829101562
