prompt_length,baseline_cache_mb,adaptive_cache_mb,memory_reduction_pct,baseline_tokens_per_second,adaptive_tokens_per_second
512,18.35008,11.276832,38.546142578125,40.15963008580206,21.91012262674413
2048,62.390272,37.265088,40.27099609375,43.0535592206265,22.067345003670596
8192,118.386688,70.293216,40.62405394768709,39.17123649342025,21.471829430807574
