prompt_length,baseline_cache_mb,adaptive_cache_mb,memory_reduction_pct,baseline_tokens_per_second,adaptive_tokens_per_second
512,251.65824,155.086848,38.37402343750001,28.17897573054257,10.604058348912117
2048,855.638016,512.598016,40.09172028186274,19.43559252017574,8.111354910540843
8192,1938.161664,1152.88064,40.51679684858321,12.74976885770448,3.810618648945714
