sequence,base_nll,adaptive_nll,compression_ratio
0,1.9904162883758545,1.99026013678554,1.0
1,2.4047248363494873,2.404891304347826,1.0
2,2.635056734085083,2.6351978505129456,1.0
3,2.466649055480957,2.466475329750855,1.0
4,2.1893627643585205,2.1893319491939423,1.0
