granularity,k_mae,nll,compression_ratio,tier_summary
token,1.1921539306640625,0.017551530258163795,0.5016886393229166,"{'fp16': 7072, 'int8': 9632, 'int4': 16064}"
channel,1.1832122802734375,0.018632607259591885,0.5345357259114584,"{'fp16': 7072, 'int8': 9632, 'int4': 16064}"
