sequence,base_nll,adaptive_nll,compression_ratio
0,1.4748839139938354,1.4747420004885199,1.0
1,1.8472963571548462,1.8473986321446019,1.0
2,2.0881733894348145,2.0882083536883242,1.0
3,1.8873454332351685,1.8869687347337567,1.0
4,1.5950031280517578,1.5950323644357596,1.0
